UniqueID,County,Precinct,Donald J. Trump,Joe R. Biden,Jo Jorgensen,Don_Per,Joe_Per,Don_MOV,Joe_MOV,Total_Pres,David A. Purdue,Jon Ossoff,Pur_Per,Oss_Per,Pur_MOV,Oss_MOV,Total_Sen1,Kelly Loeffler,Raphael Warnock,Loe_Per,War_Per,Loe_MOV,War_MOV,Others,Total_Sen2
"Screven,Rocky Ford",Screven,Rocky Ford,293,86,3,76.7,22.51,54.19,-54.19,382,289,83,76.65,22.01,54.64,-54.64,377,162,58,44.02,15.76,28.26,-28.26,148,368
"Screven,Bay Branch",Screven,Bay Branch,606,102,4,85.11,14.32,70.79,-70.79,712,591,102,84.3,14.55,69.75,-69.75,701,346,61,49.85,8.78,41.07,-41.07,287,694
"Screven,Hiltonia",Screven,Hiltonia,327,286,4,52.99,46.35,6.64,-6.64,617,326,284,53,46.17,6.83,-6.83,615,159,173,26.15,28.45,-2.3,2.3,276,608
"Screven,Screven Rec Dept",Screven,Screven Rec Dept,128,154,4,44.75,53.84,-9.09,9.09,286,131,148,46.78,52.85,-6.07,6.07,280,67,94,24.18,33.93,-9.75,9.75,116,277
"Screven,Greenhill Church",Screven,Greenhill Church,479,146,5,76.03,23.17,52.86,-52.86,630,473,147,75.55,23.48,52.07,-52.07,626,251,85,41.55,14.07,27.48,-27.48,268,604
"Screven,Sr Citizens Center",Screven,Sr Citizens Center,264,519,6,33.46,65.77,-32.31,32.31,789,269,500,34.53,64.18,-29.65,29.65,779,138,289,17.92,37.53,-19.61,19.61,343,770
"Screven,Jackson Fire Station",Screven,Jackson Fire Station,209,84,1,71.08,28.57,42.51,-42.51,294,212,72,73.86,25.08,48.78,-48.78,287,105,65,36.84,22.8,14.04,-14.04,115,285
"Screven,Cooperville Fire Station",Screven,Cooperville Fire Station,57,128,1,30.64,68.81,-38.17,38.17,186,57,126,30.81,68.1,-37.29,37.29,185,28,84,15.3,45.9,-30.6,30.6,71,183
"Seminole,Precinct 1",Seminole,Precinct 1,659,215,5,74.97,24.45,50.52,-50.52,879,646,210,74.33,24.16,50.17,-50.17,869,291,67,34.27,7.89,26.38,-26.38,491,849
"Seminole,Precinct 2",Seminole,Precinct 2,492,257,2,65.51,34.22,31.29,-31.29,751,495,232,66.89,31.35,35.54,-35.54,740,197,91,27.28,12.6,14.68,-14.68,434,722
"Seminole,Precinct 3",Seminole,Precinct 3,89,530,5,14.26,84.93,-70.67,70.67,624,111,498,18.04,80.97,-62.93,62.93,615,25,183,4.18,30.6,-26.42,26.42,390,598
"Seminole,Precinct 4",Seminole,Precinct 4,619,155,3,79.66,19.94,59.72,-59.72,777,612,148,79.37,19.19,60.18,-60.18,771,233,47,31.19,6.29,24.9,-24.9,467,747
"Seminole,Precinct 5",Seminole,Precinct 5,752,97,4,88.15,11.37,76.78,-76.78,853,733,99,86.95,11.74,75.21,-75.21,843,275,31,33.25,3.74,29.51,-29.51,521,827
"Spalding,01",Spalding,1,152,859,6,14.94,84.46,-69.52,69.52,1017,133,830,13.36,83.41,-70.05,70.05,995,62,577,6.17,57.47,-51.3,51.3,365,1004
"Spalding,02",Spalding,2,116,844,7,11.99,87.28,-75.29,75.29,967,103,826,10.78,86.49,-75.71,75.71,955,49,618,5.08,64.17,-59.09,59.09,296,963
"Spalding,03",Spalding,3,1516,575,29,71.5,27.12,44.38,-44.38,2120,1532,534,72.57,25.29,47.28,-47.28,2111,836,413,39.86,19.69,20.17,-20.17,848,2097
"Spalding,05",Spalding,5,875,1190,18,42,57.12,-15.12,15.12,2083,863,1145,41.83,55.5,-13.67,13.67,2063,417,838,20.38,40.95,-20.57,20.57,791,2046
"Spalding,06",Spalding,6,292,952,11,23.26,75.85,-52.59,52.59,1255,278,928,22.45,74.95,-52.5,52.5,1238,153,644,12.39,52.18,-39.79,39.79,437,1234
"Spalding,07",Spalding,7,964,327,23,73.36,24.88,48.48,-48.48,1314,972,302,74.42,23.12,51.3,-51.3,1306,540,217,41.76,16.78,24.98,-24.98,536,1293
"Spalding,08",Spalding,8,939,362,16,71.29,27.48,43.81,-43.81,1317,942,341,72.12,26.11,46.01,-46.01,1306,491,271,37.5,20.7,16.8,-16.8,547,1309
"Spalding,09",Spalding,9,1106,206,13,83.47,15.54,67.93,-67.93,1325,1075,205,82.12,15.66,66.46,-66.46,1309,626,152,48.07,11.67,36.4,-36.4,524,1302
"Spalding,10",Spalding,10,910,537,12,62.37,36.8,25.57,-25.57,1459,896,523,62.26,36.34,25.92,-25.92,1439,501,395,34.81,27.44,7.37,-7.37,543,1439
"Spalding,11",Spalding,11,1195,615,19,65.33,33.62,31.71,-31.71,1829,1177,613,64.56,33.62,30.94,-30.94,1823,614,428,33.99,23.69,10.3,-10.3,764,1806
"Spalding,12",Spalding,12,1306,279,23,81.21,17.35,63.86,-63.86,1608,1279,280,80.49,17.62,62.87,-62.87,1589,689,199,43.47,12.55,30.92,-30.92,697,1585
"Spalding,13",Spalding,13,1445,249,10,84.8,14.61,70.19,-70.19,1704,1406,247,83.14,14.6,68.54,-68.54,1691,813,187,48.27,11.1,37.17,-37.17,684,1684
"Spalding,14",Spalding,14,817,364,12,68.48,30.51,37.97,-37.97,1193,789,353,67.14,30.04,37.1,-37.1,1175,456,246,38.97,21.02,17.95,-17.95,468,1170
"Spalding,16",Spalding,16,849,1755,18,32.37,66.93,-34.56,34.56,2622,812,1714,31.52,66.53,-35.01,35.01,2576,461,1299,17.91,50.48,-32.57,32.57,813,2573
"Spalding,17",Spalding,17,755,397,9,65.03,34.19,30.84,-30.84,1161,725,393,63.15,34.23,28.92,-28.92,1148,409,307,35.87,26.92,8.95,-8.95,424,1140
"Spalding,19",Spalding,19,1334,537,14,70.76,28.48,42.28,-42.28,1885,1306,521,70.13,27.98,42.15,-42.15,1862,719,395,38.61,21.21,17.4,-17.4,748,1862
"Spalding,20",Spalding,20,1252,238,9,83.52,15.87,67.65,-67.65,1499,1228,221,83.08,14.95,68.13,-68.13,1478,738,179,49.76,12.07,37.69,-37.69,566,1483
"Spalding,21",Spalding,21,2234,1498,26,59.44,39.86,19.58,-19.58,3758,2252,1379,60.86,37.27,23.59,-23.59,3700,1185,1178,31.82,31.64,0.18,-0.18,1360,3723
"Stephens,Senior Center",Stephens,Senior Center,9368,2385,132,78.82,20.06,58.76,-58.76,11885,9353,2187,79.47,18.58,60.89,-60.89,11768,2126,1144,18.26,9.82,8.44,-8.44,8368,11638
"Stewart,Richland",Stewart,Richland,345,501,1,40.73,59.14,-18.41,18.41,847,337,484,40.35,57.96,-17.61,17.61,835,118,339,14.37,41.29,-26.92,26.92,364,821
"Stewart,Louvale",Stewart,Louvale,83,125,1,39.71,59.8,-20.09,20.09,209,82,124,39.23,59.33,-20.1,20.1,209,45,86,22.27,42.57,-20.3,20.3,71,202
"Stewart,Lumpkin",Stewart,Lumpkin,292,478,5,37.67,61.67,-24,24,775,303,434,40.23,57.63,-17.4,17.4,753,124,301,16.75,40.67,-23.92,23.92,315,740
"Stewart,Omaha",Stewart,Omaha,81,78,0,50.94,49.05,1.89,-1.89,159,81,73,51.92,46.79,5.13,-5.13,156,40,38,27.97,26.57,1.4,-1.4,65,143
"Sumter,Agri-Center",Sumter,Agri-Center,862,577,14,59.32,39.71,19.61,-19.61,1453,862,551,60.11,38.42,21.69,-21.69,1434,382,425,26.65,29.65,-3,3,626,1433
"Sumter,Airport",Sumter,Airport,728,614,6,54,45.54,8.46,-8.46,1348,733,591,54.78,44.17,10.61,-10.61,1338,287,445,21.44,33.25,-11.81,11.81,606,1338
"Sumter,Andersonville",Sumter,Andersonville,268,87,6,74.23,24.09,50.14,-50.14,361,260,95,72.62,26.53,46.09,-46.09,358,120,63,33.7,17.69,16.01,-16.01,173,356
"Sumter,Browns Mill",Sumter,Browns Mill,465,219,2,67.78,31.92,35.86,-35.86,686,460,219,67.25,32.01,35.24,-35.24,684,189,174,27.91,25.7,2.21,-2.21,314,677
"Sumter,Concord",Sumter,Concord,260,41,0,86.37,13.62,72.75,-72.75,301,255,38,85.85,12.79,73.06,-73.06,297,96,29,32.1,9.69,22.41,-22.41,174,299
"Sumter,GSW Conf Center",Sumter,GSW Conf Center,1091,975,26,52.15,46.6,5.55,-5.55,2092,1104,933,53.15,44.92,8.23,-8.23,2077,508,662,24.52,31.96,-7.44,7.44,901,2071
"Sumter,Leslie",Sumter,Leslie,770,416,9,64.43,34.81,29.62,-29.62,1195,769,401,64.89,33.83,31.06,-31.06,1185,353,303,30.24,25.96,4.28,-4.28,511,1167
"Sumter,Plains",Sumter,Plains,397,379,5,50.83,48.52,2.31,-2.31,781,394,369,51.23,47.98,3.25,-3.25,769,198,284,25.68,36.83,-11.15,11.15,289,771
"Sumter,Rec Dept",Sumter,Rec Dept,296,1437,14,16.94,82.25,-65.31,65.31,1747,309,1382,17.99,80.48,-62.49,62.49,1717,128,1006,7.46,58.65,-51.19,51.19,581,1715
"Sumter,Reese Park",Sumter,Reese Park,368,1357,12,21.18,78.12,-56.94,56.94,1737,372,1325,21.6,76.94,-55.34,55.34,1722,173,945,10.08,55.06,-44.98,44.98,598,1716
"Sumter,Thompson",Sumter,Thompson,227,216,6,50.55,48.1,2.45,-2.45,449,225,210,51.02,47.61,3.41,-3.41,441,119,138,27.35,31.72,-4.37,4.37,178,435
"Talbot,ONeal",Talbot,ONeal,189,256,2,42.28,57.27,-14.99,14.99,447,184,245,41.91,55.8,-13.89,13.89,439,75,189,16.89,42.56,-25.67,25.67,180,444
"Talbot,Valley",Talbot,Valley,272,289,0,48.48,51.51,-3.03,3.03,561,282,273,50.53,48.92,1.61,-1.61,558,146,222,26.16,39.78,-13.62,13.62,190,558
"Talbot,Junction City",Talbot,Junction City,120,203,1,37.03,62.65,-25.62,25.62,324,107,193,35.31,63.69,-28.38,28.38,303,63,148,20.38,47.89,-27.51,27.51,98,309
"Talbot,Geneva",Talbot,Geneva,158,217,2,41.9,57.55,-15.65,15.65,377,155,208,42.11,56.52,-14.41,14.41,368,78,170,21.02,45.82,-24.8,24.8,123,371
"Talbot,Talbotton",Talbot,Talbotton,123,517,4,19.09,80.27,-61.18,61.18,644,135,474,21.77,76.45,-54.68,54.68,620,56,329,9.12,53.58,-44.46,44.46,229,614
"Talbot,Box Springs",Talbot,Box Springs,200,144,1,57.97,41.73,16.24,-16.24,345,193,140,56.76,41.17,15.59,-15.59,340,101,101,29.61,29.61,0,0,139,341
"Talbot,Flint Hill",Talbot,Flint Hill,330,488,6,40.04,59.22,-19.18,19.18,824,330,480,40.14,58.39,-18.25,18.25,822,158,372,19.38,45.64,-26.26,26.26,285,815
"Taliaferro,Sharon",Taliaferro,Sharon,71,114,4,37.56,60.31,-22.75,22.75,189,72,106,40,58.88,-18.88,18.88,180,37,79,20.44,43.64,-23.2,23.2,65,181
"Taliaferro,Crawfordville",Taliaferro,Crawfordville,289,447,3,39.1,60.48,-21.38,21.38,739,294,415,40.72,57.47,-16.75,16.75,722,141,264,20.05,37.55,-17.5,17.5,298,703
"Tattnall,Cobbtown",Tattnall,Cobbtown,436,99,4,80.89,18.36,62.53,-62.53,539,421,100,79.13,18.79,60.34,-60.34,532,228,51,43.84,9.8,34.04,-34.04,241,520
"Tattnall,Shiloh",Tattnall,Shiloh,370,182,4,66.54,32.73,33.81,-33.81,556,360,174,65.69,31.75,33.94,-33.94,548,157,101,29.51,18.98,10.53,-10.53,274,532
"Tattnall,Collins",Tattnall,Collins,783,227,3,77.29,22.4,54.89,-54.89,1013,758,220,75.95,22.04,53.91,-53.91,998,354,145,35.86,14.69,21.17,-21.17,488,987
"Tattnall,Manassas",Tattnall,Manassas,145,51,2,73.23,25.75,47.48,-47.48,198,141,50,71.57,25.38,46.19,-46.19,197,62,37,32.8,19.57,13.23,-13.23,90,189
"Tattnall,District II",Tattnall,District II,1073,532,10,66.43,32.94,33.49,-33.49,1615,1058,505,66.45,31.72,34.73,-34.73,1592,517,288,32.92,18.34,14.58,-14.58,765,1570
"Tattnall,East Glennville",Tattnall,East Glennville,1405,365,28,78.14,20.3,57.84,-57.84,1798,1398,351,78.18,19.63,58.55,-58.55,1788,738,205,42.07,11.68,30.39,-30.39,811,1754
"Tattnall,District IV",Tattnall,District IV,1221,512,12,69.97,29.34,40.63,-40.63,1745,1206,487,70.07,28.29,41.78,-41.78,1721,657,310,38.82,18.32,20.5,-20.5,725,1692
"Tattnall,District V",Tattnall,District V,620,93,6,86.23,12.93,73.3,-73.3,719,612,91,85.59,12.72,72.87,-72.87,715,334,63,48.19,9.09,39.1,-39.1,296,693
"Taylor,Precinct 1",Taylor,Precinct 1,119,555,7,17.47,81.49,-64.02,64.02,681,130,523,19.37,77.94,-58.57,58.57,671,46,385,6.85,57.37,-50.52,50.52,240,671
"Taylor,Precinct 5",Taylor,Precinct 5,1364,252,11,83.83,15.48,68.35,-68.35,1627,1342,233,83.56,14.5,69.06,-69.06,1606,653,163,41.12,10.26,30.86,-30.86,772,1588
"Taylor,Precinct 6",Taylor,Precinct 6,935,580,16,61.07,37.88,23.19,-23.19,1531,927,556,61.18,36.69,24.49,-24.49,1515,474,414,31.39,27.41,3.98,-3.98,622,1510
"Telfair,Helena",Telfair,Helena,438,216,4,66.56,32.82,33.74,-33.74,658,427,203,65.49,31.13,34.36,-34.36,652,187,141,29.26,22.06,7.2,-7.2,311,639
"Telfair,Jacksonville",Telfair,Jacksonville,351,95,1,78.52,21.25,57.27,-57.27,447,329,96,75.11,21.91,53.2,-53.2,438,155,68,36.38,15.96,20.42,-20.42,203,426
"Telfair,Lumber-City",Telfair,Lumber-City,386,334,6,53.16,46,7.16,-7.16,726,381,329,52.91,45.69,7.22,-7.22,720,168,225,23.72,31.77,-8.05,8.05,315,708
"Telfair,McRae",Telfair,McRae,893,715,9,55.22,44.21,11.01,-11.01,1617,867,694,55.01,44.03,10.98,-10.98,1576,374,475,23.95,30.42,-6.47,6.47,712,1561
"Telfair,Milan",Telfair,Milan,558,73,1,88.29,11.55,76.74,-76.74,632,555,67,88.94,10.73,78.21,-78.21,624,224,58,36.3,9.4,26.9,-26.9,335,617
"Telfair,Scotland",Telfair,Scotland,199,54,0,78.65,21.34,57.31,-57.31,253,192,46,78.36,18.77,59.59,-59.59,245,79,36,33.19,15.12,18.07,-18.07,123,238
"Terrell,Dawson",Terrell,Dawson,439,1434,19,23.2,75.79,-52.59,52.59,1892,477,1366,25.49,73,-47.51,47.51,1871,240,886,12.84,47.4,-34.56,34.56,743,1869
"Terrell,Sasser",Terrell,Sasser,637,310,10,66.56,32.39,34.17,-34.17,957,638,299,67.15,31.47,35.68,-35.68,950,335,210,35.56,22.29,13.27,-13.27,397,942
"Terrell,Bronwood",Terrell,Bronwood,315,281,3,52.58,46.91,5.67,-5.67,599,318,270,53.71,45.6,8.11,-8.11,592,160,181,27.25,30.83,-3.58,3.58,246,587
"Terrell,Parrott",Terrell,Parrott,206,114,1,64.17,35.51,28.66,-28.66,321,202,111,63.52,34.9,28.62,-28.62,318,113,80,35.64,25.23,10.41,-10.41,124,317
"Terrell,Graves",Terrell,Graves,289,146,1,66.28,33.48,32.8,-32.8,436,289,140,66.89,32.4,34.49,-34.49,432,153,93,36,21.88,14.12,-14.12,179,425
"Terrell,Herod-Dover",Terrell,Herod-Dover,118,91,2,55.92,43.12,12.8,-12.8,211,116,91,54.71,42.92,11.79,-11.79,212,57,58,27.4,27.88,-0.48,0.48,93,208
"Thomas,Barwick",Thomas,Barwick,380,103,3,78.18,21.19,56.99,-56.99,486,379,90,78.95,18.75,60.2,-60.2,480,145,26,31.11,5.57,25.54,-25.54,295,466
"Thomas,Boston",Thomas,Boston,592,546,10,51.56,47.56,4,-4,1148,591,511,52.39,45.3,7.09,-7.09,1128,234,228,21,20.46,0.54,-0.54,652,1114
"Thomas,Central",Thomas,Central,1719,850,24,66.29,32.78,33.51,-33.51,2593,1718,795,66.92,30.97,35.95,-35.95,2567,726,358,28.88,14.24,14.64,-14.64,1429,2513
"Thomas,Coolidge",Thomas,Coolidge,561,162,7,76.84,22.19,54.65,-54.65,730,551,156,76.31,21.6,54.71,-54.71,722,208,67,30.14,9.71,20.43,-20.43,415,690
"Thomas,Douglass",Thomas,Douglass,263,1211,12,17.69,81.49,-63.8,63.8,1486,278,1130,19.25,78.25,-59,59,1444,118,512,8.16,35.4,-27.24,27.24,816,1446
"Thomas,LIttle Ochlocknee Baptist Church",Thomas,LIttle Ochlocknee Baptist Church,730,182,4,79.69,19.86,59.83,-59.83,916,725,167,79.93,18.41,61.52,-61.52,907,283,66,31.79,7.41,24.38,-24.38,541,890
"Thomas,Fire Station #2",Thomas,Fire Station #2,798,324,6,70.74,28.72,42.02,-42.02,1128,820,288,73.08,25.66,47.42,-47.42,1122,401,139,36.06,12.5,23.56,-23.56,572,1112
"Thomas,Gatlin Creek",Thomas,Gatlin Creek,1157,408,15,73.22,25.82,47.4,-47.4,1580,1167,367,74.42,23.4,51.02,-51.02,1568,544,151,35.21,9.77,25.44,-25.44,850,1545
"Thomas,Harper",Thomas,Harper,300,999,12,22.88,76.2,-53.32,53.32,1311,321,938,24.86,72.65,-47.79,47.79,1291,147,480,11.56,37.76,-26.2,26.2,644,1271
"Thomas,Jerger",Thomas,Jerger,883,580,16,59.7,39.21,20.49,-20.49,1479,923,520,63.04,35.51,27.53,-27.53,1464,453,254,31.41,17.61,13.8,-13.8,735,1442
"Thomas,Meigs",Thomas,Meigs,344,239,4,58.6,40.71,17.89,-17.89,587,343,231,58.53,39.41,19.12,-19.12,586,144,109,25.08,18.98,6.1,-6.1,321,574
"Thomas,Metcalfe",Thomas,Metcalfe,163,64,0,71.8,28.19,43.61,-43.61,227,158,67,68.99,29.25,39.74,-39.74,229,89,30,40.45,13.63,26.82,-26.82,101,220
"Thomas,New Covenant",Thomas,New Covenant,1160,412,18,72.95,25.91,47.04,-47.04,1590,1151,399,72.8,25.23,47.57,-47.57,1581,500,187,32.05,11.98,20.07,-20.07,873,1560
"Thomas,Ochlocknee",Thomas,Ochlocknee,684,149,3,81.81,17.82,63.99,-63.99,836,669,146,80.89,17.65,63.24,-63.24,827,271,54,33.37,6.65,26.72,-26.72,487,812
"Thomas,Pavo",Thomas,Pavo,401,90,2,81.33,18.25,63.08,-63.08,493,400,85,81.3,17.27,64.03,-64.03,492,168,43,34.56,8.84,25.72,-25.72,275,486
"Thomas,Remington Esc",Thomas,Remington Esc,973,635,19,59.8,39.02,20.78,-20.78,1627,958,596,59.83,37.22,22.61,-22.61,1601,452,287,28.62,18.17,10.45,-10.45,840,1579
"Thomas,Resource Center",Thomas,Resource Center,71,811,6,7.99,91.32,-83.33,83.33,888,90,769,10.34,88.39,-78.05,78.05,870,33,381,3.84,44.35,-40.51,40.51,445,859
"Thomas,Scott",Thomas,Scott,1156,752,27,59.74,38.86,20.88,-20.88,1935,1158,728,60.31,37.91,22.4,-22.4,1920,552,376,29.2,19.89,9.31,-9.31,962,1890
"Thomas,Merrillville",Thomas,Merrillville,368,133,2,73.16,26.44,46.72,-46.72,503,366,125,73.93,25.25,48.68,-48.68,495,140,40,28.68,8.19,20.49,-20.49,308,488
"Thomas,Patten",Thomas,Patten,251,58,1,80.96,18.7,62.26,-62.26,310,254,50,83,16.33,66.67,-66.67,306,117,21,39.52,7.09,32.43,-32.43,158,296
"Tift,Tifton Northeast",Tift,Tifton Northeast,1291,818,32,60.29,38.2,22.09,-22.09,2141,1302,748,61.76,35.48,26.28,-26.28,2108,702,450,33.44,21.43,12.01,-12.01,947,2099
"Tift,Brighton",Tift,Brighton,1480,304,18,82.13,16.87,65.26,-65.26,1802,1486,281,82.73,15.64,67.09,-67.09,1796,810,210,45.63,11.83,33.8,-33.8,755,1775
"Tift,Brookfield",Tift,Brookfield,882,162,13,83.44,15.32,68.12,-68.12,1057,867,153,82.88,14.62,68.26,-68.26,1046,417,92,39.9,8.8,31.1,-31.1,536,1045
"Tift,Chula",Tift,Chula,899,158,8,84.41,14.83,69.58,-69.58,1065,890,158,84.12,14.93,69.19,-69.19,1058,434,102,41.49,9.75,31.74,-31.74,510,1046
"Tift,Docia",Tift,Docia,756,90,4,88.94,10.58,78.36,-78.36,850,752,86,88.88,10.16,78.72,-78.72,846,394,53,47.07,6.33,40.74,-40.74,390,837
"Tift,Eldorado",Tift,Eldorado,771,111,6,86.82,12.5,74.32,-74.32,888,774,102,87.35,11.51,75.84,-75.84,886,417,63,47.76,7.21,40.55,-40.55,393,873
"Tift,Omega",Tift,Omega,403,129,11,74.21,23.75,50.46,-50.46,543,406,115,75.74,21.45,54.29,-54.29,536,228,64,42.69,11.98,30.71,-30.71,242,534
"Tift,Ty Ty",Tift,Ty Ty,640,207,4,75.2,24.32,50.88,-50.88,851,653,179,77.64,21.28,56.36,-56.36,841,340,140,40.62,16.72,23.9,-23.9,357,837
"Tift,Tifton Northwest",Tift,Tifton Northwest,1637,685,32,69.54,29.09,40.45,-40.45,2354,1629,651,69.88,27.92,41.96,-41.96,2331,826,429,35.68,18.53,17.15,-17.15,1060,2315
"Tift,Tifton South",Tift,Tifton South,409,783,15,33.88,64.87,-30.99,30.99,1207,419,750,35.35,63.29,-27.94,27.94,1185,197,523,16.56,43.98,-27.42,27.42,469,1189
"Tift,Mott-Litman Gym",Tift,Mott-Litman Gym,272,1174,15,18.61,80.35,-61.74,61.74,1461,287,1096,20.34,77.67,-57.33,57.33,1411,147,759,10.41,53.75,-43.34,43.34,506,1412
"Tift,Tifton Lodge",Tift,Tifton Lodge,1344,701,19,65.11,33.96,31.15,-31.15,2064,1349,637,66.42,31.36,35.06,-35.06,2031,691,399,34.12,19.7,14.42,-14.42,935,2025
"Toombs,15361 Lyons",Toombs,15361 Lyons,1656,597,14,73.04,26.33,46.71,-46.71,2267,1629,576,72.75,25.72,47.03,-47.03,2239,728,344,33.15,15.66,17.49,-17.49,1124,2196
"Toombs,39 Newbranch",Toombs,39 Newbranch,946,109,7,89.07,10.26,78.81,-78.81,1062,932,111,88.5,10.54,77.96,-77.96,1053,419,73,40.05,6.97,33.08,-33.08,554,1046
"Toombs,43 Cedar Crossing",Toombs,43 Cedar Crossing,908,72,12,91.53,7.25,84.28,-84.28,992,895,74,91.04,7.52,83.52,-83.52,983,363,44,37.61,4.55,33.06,-33.06,558,965
"Toombs,513 VPD",Toombs,513 VPD,2709,1271,46,67.28,31.56,35.72,-35.72,4026,2708,1206,68,30.28,37.72,-37.72,3982,1189,767,30.21,19.49,10.72,-10.72,1979,3935
"Toombs,514 STIALC",Toombs,514 STIALC,1653,890,24,64.39,34.67,29.72,-29.72,2567,1629,865,64.1,34.04,30.06,-30.06,2541,757,532,30.17,21.2,8.97,-8.97,1220,2509
"Towns,Young Harris",Towns,Young Harris,1923,550,10,77.44,22.15,55.29,-55.29,2483,1902,505,77.63,20.61,57.02,-57.02,2450,590,342,24.19,14.02,10.17,-10.17,1507,2439
"Towns,Macedonia",Towns,Macedonia,2299,477,24,82.1,17.03,65.07,-65.07,2800,2256,463,81.32,16.69,64.63,-64.63,2774,777,315,28.25,11.45,16.8,-16.8,1658,2750
"Towns,Hiawassee",Towns,Hiawassee,2162,523,11,80.19,19.39,60.8,-60.8,2696,2133,483,80.06,18.13,61.93,-61.93,2664,669,360,25.16,13.54,11.62,-11.62,1629,2658
"Treutlen,Annex",Treutlen,Annex,1300,133,7,90.27,9.23,81.04,-81.04,1440,1270,132,89.56,9.3,80.26,-80.26,1418,606,86,43.44,6.16,37.28,-37.28,703,1395
"Treutlen,Soperton",Treutlen,Soperton,801,819,17,48.93,50.03,-1.1,1.1,1637,808,761,50.34,47.41,2.93,-2.93,1605,359,465,22.86,29.61,-6.75,6.75,746,1570
"Troup,Hollis Hand",Troup,Hollis Hand,1997,707,46,72.61,25.7,46.91,-46.91,2750,2052,630,75.08,23.05,52.03,-52.03,2733,1010,464,37.26,17.12,20.14,-20.14,1236,2710
"Troup,Administration Bldg",Troup,Administration Bldg,645,1423,24,30.83,68.02,-37.19,37.19,2092,659,1359,31.97,65.93,-33.96,33.96,2061,274,882,13.39,43.1,-29.71,29.71,890,2046
"Troup,Hammett Rd",Troup,Hammett Rd,1025,1709,30,37.08,61.83,-24.75,24.75,2764,1037,1662,37.75,60.5,-22.75,22.75,2747,519,1102,19.01,40.36,-21.35,21.35,1109,2730
"Troup,Griggs Center",Troup,Griggs Center,94,1153,14,7.45,91.43,-83.98,83.98,1261,117,1090,9.48,88.4,-78.92,78.92,1233,47,733,3.83,59.83,-56,56,445,1225
"Troup,West Point",Troup,West Point,449,831,16,34.64,64.12,-29.48,29.48,1296,450,815,35.04,63.47,-28.43,28.43,1284,200,493,15.86,39.09,-23.23,23.23,568,1261
"Troup,Hogansville",Troup,Hogansville,1817,857,28,67.24,31.71,35.53,-35.53,2702,1785,831,66.72,31.06,35.66,-35.66,2675,946,571,35.75,21.57,14.18,-14.18,1129,2646
"Troup,East Vernon",Troup,East Vernon,1958,443,25,80.7,18.26,62.44,-62.44,2426,1951,423,80.65,17.48,63.17,-63.17,2419,1023,308,42.64,12.83,29.81,-29.81,1068,2399
"Troup,Rosemont",Troup,Rosemont,2515,561,24,81.12,18.09,63.03,-63.03,3100,2486,543,80.74,17.63,63.11,-63.11,3079,1244,370,40.7,12.1,28.6,-28.6,1442,3056
"Troup,McClendon",Troup,McClendon,2132,629,27,76.47,22.56,53.91,-53.91,2788,2126,612,76.55,22.03,54.52,-54.52,2777,1132,411,41.31,15,26.31,-26.31,1197,2740
"Troup,Long Cane",Troup,Long Cane,1772,626,27,73.07,25.81,47.26,-47.26,2425,1764,611,73.16,25.34,47.82,-47.82,2411,870,418,36.53,17.55,18.98,-18.98,1093,2381
"Troup,Gardner Newman",Troup,Gardner Newman,1195,886,26,56.71,42.05,14.66,-14.66,2107,1199,859,57.31,41.06,16.25,-16.25,2092,608,539,29.31,25.98,3.33,-3.33,927,2074
"Troup,Gray Hill",Troup,Gray Hill,991,357,19,72.49,26.11,46.38,-46.38,1367,976,349,72.02,25.75,46.27,-46.27,1355,491,237,36.42,17.58,18.84,-18.84,620,1348
"Troup,Highland",Troup,Highland,511,605,7,45.5,53.87,-8.37,8.37,1123,506,580,45.46,52.11,-6.65,6.65,1113,244,415,22.1,37.59,-15.49,15.49,445,1104
"Troup,Northside",Troup,Northside,1042,791,15,56.38,42.8,13.58,-13.58,1848,1054,747,57.59,40.81,16.78,-16.78,1830,555,529,30.52,29.09,1.43,-1.43,734,1818
"Turner,Ashburn",Turner,Ashburn,1025,1217,27,45.17,53.63,-8.46,8.46,2269,1045,1146,46.73,51.25,-4.52,4.52,2236,550,733,24.78,33.03,-8.25,8.25,936,2219
"Turner,Sycamore",Turner,Sycamore,1035,148,4,87.19,12.46,74.73,-74.73,1187,1006,156,85.83,13.31,72.52,-72.52,1172,601,104,51.49,8.91,42.58,-42.58,462,1167
"Turner,Rebecca",Turner,Rebecca,289,45,2,86.01,13.39,72.62,-72.62,336,283,43,84.98,12.91,72.07,-72.07,333,159,29,48.03,8.76,39.27,-39.27,143,331
"Twiggs,Dry Branch",Twiggs,Dry Branch,781,190,6,79.93,19.44,60.49,-60.49,977,744,197,76.7,20.3,56.4,-56.4,970,408,140,42.23,14.49,27.74,-27.74,418,966
"Twiggs,Golden Isles",Twiggs,Golden Isles,484,687,9,41.01,58.22,-17.21,17.21,1180,469,668,40.36,57.48,-17.12,17.12,1162,269,513,23.24,44.33,-21.09,21.09,375,1157
"Twiggs,Higgsville",Twiggs,Higgsville,410,151,1,72.95,26.86,46.09,-46.09,562,401,145,72.38,26.17,46.21,-46.21,554,234,111,42.16,20,22.16,-22.16,210,555
